,a,b,c,d,e,f,X,Y,Sum_Total,Sum_ml,slots_usage
408,0,13,5,9,15,0,1836,468,42,2304,4
409,0,13,5,10,3,0,1548,468,31,2016,4
410,0,13,5,10,7,0,1692,468,35,2160,4
411,0,13,5,10,11,0,1836,468,39,2304,4
412,0,13,5,11,3,0,1692,468,32,2160,4
413,0,13,5,11,7,0,1836,468,36,2304,4
414,0,13,5,12,3,0,1836,468,33,2304,4
415,0,14,6,7,0,13,1216,512,40,1728,4
416,0,14,6,8,0,4,1216,512,32,1728,4
417,0,14,6,8,0,13,1360,512,41,1872,4
418,0,14,6,9,0,4,1360,512,33,1872,4
419,0,14,6,9,0,13,1504,512,42,2016,4
420,0,14,6,10,0,4,1504,512,34,2016,4
421,0,14,6,10,0,13,1648,512,43,2160,4
422,0,14,6,11,0,4,1648,512,35,2160,4
423,0,14,6,11,0,13,1792,512,44,2304,4
424,0,14,6,12,0,4,1792,512,36,2304,4
425,0,14,6,12,0,13,1936,512,45,2448,4
426,0,14,6,13,0,4,1936,512,37,2448,4
427,0,14,22,12,0,0,1728,720,48,2448,4
428,0,14,22,13,0,0,1872,720,49,2592,4
429,0,14,22,14,0,0,2016,720,50,2736,4
430,0,14,22,15,0,0,2160,720,51,2880,4
431,0,14,22,16,0,0,2304,720,52,3024,4
432,0,15,3,5,14,0,1224,504,37,1728,4
433,0,15,3,6,10,0,1224,504,34,1728,4
434,0,15,3,6,14,0,1368,504,38,1872,4
435,0,15,3,7,6,0,1224,504,31,1728,4
436,0,15,3,7,10,0,1368,504,35,1872,4
437,0,15,3,7,14,0,1512,504,39,2016,4
438,0,15,3,8,2,0,1224,504,28,1728,4
439,0,15,3,8,6,0,1368,504,32,1872,4
440,0,15,3,8,10,0,1512,504,36,2016,4
441,0,15,3,8,14,0,1656,504,40,2160,4
442,0,15,3,9,2,0,1368,504,29,1872,4
443,0,15,3,9,6,0,1512,504,33,2016,4
444,0,15,3,9,10,0,1656,504,37,2160,4
445,0,15,3,9,14,0,1800,504,41,2304,4
446,0,15,3,10,2,0,1512,504,30,2016,4
447,0,15,3,10,6,0,1656,504,34,2160,4
448,0,15,3,10,10,0,1800,504,38,2304,4
449,0,15,3,10,14,0,1944,504,42,2448,4
450,0,15,3,11,2,0,1656,504,31,2160,4
451,0,15,3,11,6,0,1800,504,35,2304,4
452,0,15,3,11,10,0,1944,504,39,2448,4
453,0,15,3,12,2,0,1800,504,32,2304,4
454,0,15,3,12,6,0,1944,504,36,2448,4
455,0,15,3,13,2,0,1944,504,33,2448,4
456,0,15,11,9,0,16,1552,608,51,2160,4
457,0,15,11,10,0,7,1552,608,43,2160,4
458,0,15,11,10,0,16,1696,608,52,2304,4
459,0,15,11,11,0,7,1696,608,44,2304,4
460,0,15,11,11,0,16,1840,608,53,2448,4
461,0,15,11,12,0,7,1840,608,45,2448,4
462,0,15,11,12,0,16,1984,608,54,2592,4
463,0,15,11,13,0,7,1984,608,46,2592,4
464,0,15,11,13,0,16,2128,608,55,2736,4
465,0,15,11,14,0,7,2128,608,47,2736,4
466,0,15,11,14,0,16,2272,608,56,2880,4
467,0,15,11,15,0,7,2272,608,48,2880,4
468,0,15,11,15,0,16,2416,608,57,3024,4
469,0,15,11,16,0,7,2416,608,49,3024,4
470,0,16,0,0,28,14,1232,496,58,1728,4
471,0,16,0,0,32,5,1232,496,53,1728,4
472,0,16,0,0,32,14,1376,496,62,1872,4
473,0,16,0,3,16,14,1232,496,49,1728,4
474,0,16,0,4,12,14,1232,496,46,1728,4
475,0,16,0,4,16,5,1232,496,41,1728,4
476,0,16,0,4,16,14,1376,496,50,1872,4
477,0,16,0,5,0,32,1232,496,53,1728,4
478,0,16,0,5,8,14,1232,496,43,1728,4
479,0,16,0,5,12,5,1232,496,38,1728,4
480,0,16,0,5,12,14,1376,496,47,1872,4
481,0,16,0,5,16,5,1376,496,42,1872,4
482,0,16,0,5,16,14,1520,496,51,2016,4
483,0,16,0,6,0,23,1232,496,45,1728,4
484,0,16,0,6,0,32,1376,496,54,1872,4
485,0,16,0,6,4,14,1232,496,40,1728,4
486,0,16,0,6,8,5,1232,496,35,1728,4
487,0,16,0,6,8,14,1376,496,44,1872,4
488,0,16,0,6,12,5,1376,496,39,1872,4
489,0,16,0,6,12,14,1520,496,48,2016,4
490,0,16,0,6,16,5,1520,496,43,2016,4
491,0,16,0,6,16,14,1664,496,52,2160,4
492,0,16,0,7,0,14,1232,496,37,1728,3
493,0,16,0,7,0,23,1376,496,46,1872,4
494,0,16,0,7,0,32,1520,496,55,2016,4
495,0,16,0,7,4,5,1232,496,32,1728,4
496,0,16,0,7,4,14,1376,496,41,1872,4
497,0,16,0,7,8,5,1376,496,36,1872,4
498,0,16,0,7,8,14,1520,496,45,2016,4
499,0,16,0,7,12,5,1520,496,40,2016,4
500,0,16,0,7,12,14,1664,496,49,2160,4
501,0,16,0,7,16,5,1664,496,44,2160,4
502,0,16,0,7,16,14,1808,496,53,2304,4
503,0,16,0,8,0,5,1232,496,29,1728,3
504,0,16,0,8,0,14,1376,496,38,1872,3
505,0,16,0,8,0,23,1520,496,47,2016,4
506,0,16,0,8,0,32,1664,496,56,2160,4
507,0,16,0,8,4,5,1376,496,33,1872,4
508,0,16,0,8,4,14,1520,496,42,2016,4
509,0,16,0,8,8,5,1520,496,37,2016,4
510,0,16,0,8,8,14,1664,496,46,2160,4
511,0,16,0,8,12,5,1664,496,41,2160,4
512,0,16,0,8,12,14,1808,496,50,2304,4
513,0,16,0,8,16,5,1808,496,45,2304,4
514,0,16,0,8,16,14,1952,496,54,2448,4
515,0,16,0,9,0,5,1376,496,30,1872,3
516,0,16,0,9,0,14,1520,496,39,2016,3
517,0,16,0,9,0,23,1664,496,48,2160,4
518,0,16,0,9,0,32,1808,496,57,2304,4
519,0,16,0,9,4,5,1520,496,34,2016,4
520,0,16,0,9,4,14,1664,496,43,2160,4
521,0,16,0,9,8,5,1664,496,38,2160,4
522,0,16,0,9,8,14,1808,496,47,2304,4
523,0,16,0,9,12,5,1808,496,42,2304,4
524,0,16,0,9,12,14,1952,496,51,2448,4
525,0,16,0,9,16,5,1952,496,46,2448,4
526,0,16,0,10,0,5,1520,496,31,2016,3
527,0,16,0,10,0,14,1664,496,40,2160,3
528,0,16,0,10,0,23,1808,496,49,2304,4
529,0,16,0,10,0,32,1952,496,58,2448,4
530,0,16,0,10,4,5,1664,496,35,2160,4
531,0,16,0,10,4,14,1808,496,44,2304,4
532,0,16,0,10,8,5,1808,496,39,2304,4
533,0,16,0,10,8,14,1952,496,48,2448,4
534,0,16,0,10,12,5,1952,496,43,2448,4
535,0,16,0,11,0,5,1664,496,32,2160,3
536,0,16,0,11,0,14,1808,496,41,2304,3
537,0,16,0,11,0,23,1952,496,50,2448,4
538,0,16,0,11,4,5,1808,496,36,2304,4
539,0,16,0,11,4,14,1952,496,45,2448,4
540,0,16,0,11,8,5,1952,496,40,2448,4
541,0,16,0,12,0,5,1808,496,33,2304,3
542,0,16,0,12,0,14,1952,496,42,2448,3
543,0,16,0,12,4,5,1952,496,37,2448,4
544,0,16,0,13,0,5,1952,496,34,2448,3
545,0,16,16,11,0,10,1744,704,53,2448,4
546,0,16,16,12,0,1,1744,704,45,2448,4
547,0,16,16,12,0,10,1888,704,54,2592,4
548,0,16,16,13,0,1,1888,704,46,2592,4
549,0,16,16,13,0,10,2032,704,55,2736,4
550,0,16,16,14,0,1,2032,704,47,2736,4
551,0,16,16,14,0,10,2176,704,56,2880,4
552,0,16,16,15,0,1,2176,704,48,2880,4
553,0,16,16,15,0,10,2320,704,57,3024,4
554,0,16,16,16,0,1,2320,704,49,3024,4
555,0,22,14,15,0,0,2160,864,51,3024,4
556,1,0,3,0,6,12,408,168,22,576,4
557,1,0,3,0,10,3,408,168,17,576,4
558,1,0,3,0,10,12,552,168,26,720,4
559,1,0,3,0,14,3,552,168,21,720,4
560,1,0,7,0,13,11,644,220,32,864,4
561,1,0,11,0,16,10,736,272,38,1008,4
562,1,0,11,4,0,10,736,272,26,1008,4
563,1,0,11,5,0,1,736,272,18,1008,4
564,1,0,11,5,0,10,880,272,27,1152,4
565,1,0,11,6,0,1,880,272,19,1152,4
566,1,0,11,6,0,10,1024,272,28,1296,4
567,1,0,11,7,0,1,1024,272,20,1296,4
568,1,0,15,0,23,0,828,324,39,1152,4
569,1,0,15,0,27,0,972,324,43,1296,4
570,1,0,15,0,31,0,1116,324,47,1440,4
571,1,0,15,2,15,0,828,324,33,1152,4
572,1,0,15,3,11,0,828,324,30,1152,4
573,1,0,15,3,15,0,972,324,34,1296,4
574,1,0,15,4,7,0,828,324,27,1152,4
575,1,0,15,4,11,0,972,324,31,1296,4
576,1,0,15,4,15,0,1116,324,35,1440,4
577,1,0,15,5,3,0,828,324,24,1152,4
578,1,0,15,5,7,0,972,324,28,1296,4
579,1,0,15,5,11,0,1116,324,32,1440,4
580,1,0,15,5,15,0,1260,324,36,1584,4
581,1,0,15,6,3,0,972,324,25,1296,4
582,1,0,15,6,7,0,1116,324,29,1440,4
583,1,0,15,6,11,0,1260,324,33,1584,4
584,1,0,15,7,3,0,1116,324,26,1440,4
585,1,0,15,7,7,0,1260,324,30,1584,4
586,1,0,15,8,3,0,1260,324,27,1584,4
587,1,1,0,0,0,26,416,160,28,576,4
588,1,1,0,0,8,8,416,160,18,576,4
589,1,1,0,0,12,8,560,160,22,720,4
590,1,1,0,2,0,8,416,160,12,576,4
591,1,1,0,3,0,8,560,160,13,720,4
592,1,5,0,0,13,16,724,284,35,1008,4
593,1,6,9,8,0,0,1152,432,24,1584,4
594,1,6,9,9,0,0,1296,432,25,1728,4
595,1,6,9,10,0,0,1440,432,26,1872,4
596,1,6,9,11,0,0,1584,432,27,2016,4
597,1,6,9,12,0,0,1728,432,28,2160,4
598,1,14,1,10,0,0,1440,576,26,2016,4
599,1,14,1,11,0,0,1584,576,27,2160,4
600,1,14,1,12,0,0,1728,576,28,2304,4
601,1,14,1,13,0,0,1872,576,29,2448,4
602,1,14,1,14,0,0,2016,576,30,2592,4
603,1,14,1,15,0,0,2160,576,31,2736,4
604,1,14,1,16,0,0,2304,576,32,2880,4
605,2,0,2,0,13,16,724,284,33,1008,4
606,2,0,6,0,16,15,816,336,39,1152,4
607,2,0,6,4,0,15,816,336,27,1152,4
608,2,0,6,5,0,6,816,336,19,1152,4
609,2,0,6,5,0,15,960,336,28,1296,4
610,2,0,6,6,0,6,960,336,20,1296,4
611,2,0,6,6,0,15,1104,336,29,1440,4
612,2,0,6,7,0,6,1104,336,21,1440,4
613,2,0,6,7,0,15,1248,336,30,1584,4
614,2,0,6,8,0,6,1248,336,22,1584,4
615,2,1,11,8,0,0,1152,432,22,1584,4
616,2,1,11,9,0,0,1296,432,23,1728,4
617,2,1,11,10,0,0,1440,432,24,1872,4
618,2,1,11,11,0,0,1584,432,25,2016,4
619,2,1,11,12,0,0,1728,432,26,2160,4
620,2,2,0,0,16,16,832,320,36,1152,4
621,2,2,0,4,0,16,832,320,24,1152,4
622,2,2,0,5,0,7,832,320,16,1152,4
623,2,2,0,5,0,16,976,320,25,1296,4
624,2,2,0,6,0,7,976,320,17,1296,4
625,2,2,0,6,0,16,1120,320,26,1440,4
626,2,2,0,7,0,7,1120,320,18,1440,4
627,2,2,0,7,0,16,1264,320,27,1584,4
628,2,2,0,8,0,7,1264,320,19,1584,4
629,2,9,3,10,0,0,1440,576,24,2016,4
630,2,9,3,11,0,0,1584,576,25,2160,4
631,2,9,3,12,0,0,1728,576,26,2304,4
632,2,9,3,13,0,0,1872,576,27,2448,4
633,2,9,3,14,0,0,2016,576,28,2592,4
634,2,9,3,15,0,0,2160,576,29,2736,4
635,2,9,3,16,0,0,2304,576,30,2880,4
636,3,0,1,6,0,11,1040,400,21,1440,4
637,3,0,1,7,0,2,1040,400,13,1440,4
638,3,0,1,7,0,11,1184,400,22,1584,4
639,3,0,1,8,0,2,1184,400,14,1584,4
640,3,0,1,8,0,11,1328,400,23,1728,4
641,3,0,1,9,0,2,1328,400,15,1728,4
642,3,0,1,9,0,11,1472,400,24,1872,4
643,3,0,1,10,0,2,1472,400,16,1872,4
644,3,0,9,5,14,0,1224,504,31,1728,4
645,3,0,9,6,10,0,1224,504,28,1728,4
646,3,0,9,6,14,0,1368,504,32,1872,4
647,3,0,9,7,6,0,1224,504,25,1728,4
648,3,0,9,7,10,0,1368,504,29,1872,4
649,3,0,9,7,14,0,1512,504,33,2016,4
650,3,0,9,8,2,0,1224,504,22,1728,4
651,3,0,9,8,6,0,1368,504,26,1872,4
652,3,0,9,8,10,0,1512,504,30,2016,4
653,3,0,9,8,14,0,1656,504,34,2160,4
654,3,0,9,9,2,0,1368,504,23,1872,4
655,3,0,9,9,6,0,1512,504,27,2016,4
656,3,0,9,9,10,0,1656,504,31,2160,4
657,3,0,9,9,14,0,1800,504,35,2304,4
658,3,0,9,10,2,0,1512,504,24,2016,4
659,3,0,9,10,6,0,1656,504,28,2160,4
660,3,0,9,10,10,0,1800,504,32,2304,4
661,3,0,9,10,14,0,1944,504,36,2448,4
662,3,0,9,11,2,0,1656,504,25,2160,4
663,3,0,9,11,6,0,1800,504,29,2304,4
664,3,0,9,11,10,0,1944,504,33,2448,4
665,3,0,9,12,2,0,1800,504,26,2304,4
666,3,0,9,12,6,0,1944,504,30,2448,4
667,3,0,9,13,2,0,1944,504,27,2448,4
668,3,3,0,7,0,15,1248,480,28,1728,4
669,3,3,0,8,0,6,1248,480,20,1728,4
670,3,3,0,8,0,15,1392,480,29,1872,4
671,3,3,0,9,0,6,1392,480,21,1872,4
672,3,3,0,9,0,15,1536,480,30,2016,4
673,3,3,0,10,0,6,1536,480,22,2016,4
674,3,3,0,10,0,15,1680,480,31,2160,4
675,3,3,0,11,0,6,1680,480,23,2160,4
676,3,3,0,11,0,15,1824,480,32,2304,4
677,3,3,0,12,0,6,1824,480,24,2304,4
678,3,4,5,10,0,0,1440,576,22,2016,4
679,3,4,5,11,0,0,1584,576,23,2160,4
680,3,4,5,12,0,0,1728,576,24,2304,4
681,3,4,5,13,0,0,1872,576,25,2448,4
682,3,4,5,14,0,0,2016,576,26,2592,4
683,3,4,5,15,0,0,2160,576,27,2736,4
684,3,4,5,16,0,0,2304,576,28,2880,4
685,4,0,0,0,27,15,1212,516,46,1728,4
686,4,0,0,0,31,6,1212,516,41,1728,4
687,4,0,0,0,31,15,1356,516,50,1872,4
688,4,0,0,3,15,15,1212,516,37,1728,4
689,4,0,0,4,11,15,1212,516,34,1728,4
690,4,0,0,4,15,6,1212,516,29,1728,4
691,4,0,0,4,15,15,1356,516,38,1872,4
692,4,0,0,5,7,15,1212,516,31,1728,4
693,4,0,0,5,11,6,1212,516,26,1728,4
694,4,0,0,5,11,15,1356,516,35,1872,4
695,4,0,0,5,15,6,1356,516,30,1872,4
696,4,0,0,5,15,15,1500,516,39,2016,4
697,4,0,0,6,3,15,1212,516,28,1728,4
698,4,0,0,6,7,6,1212,516,23,1728,4
699,4,0,0,6,7,15,1356,516,32,1872,4
700,4,0,0,6,11,6,1356,516,27,1872,4
701,4,0,0,6,11,15,1500,516,36,2016,4
702,4,0,0,6,15,6,1500,516,31,2016,4
703,4,0,0,6,15,15,1644,516,40,2160,4
704,4,0,0,7,3,6,1212,516,20,1728,4
705,4,0,0,7,3,15,1356,516,29,1872,4
706,4,0,0,7,7,6,1356,516,24,1872,4
707,4,0,0,7,7,15,1500,516,33,2016,4
708,4,0,0,7,11,6,1500,516,28,2016,4
709,4,0,0,7,11,15,1644,516,37,2160,4
710,4,0,0,7,15,6,1644,516,32,2160,4
711,4,0,0,7,15,15,1788,516,41,2304,4
712,4,0,0,8,3,6,1356,516,21,1872,4
713,4,0,0,8,3,15,1500,516,30,2016,4
714,4,0,0,8,7,6,1500,516,25,2016,4
715,4,0,0,8,7,15,1644,516,34,2160,4
716,4,0,0,8,11,6,1644,516,29,2160,4
717,4,0,0,8,11,15,1788,516,38,2304,4
718,4,0,0,8,15,6,1788,516,33,2304,4
719,4,0,0,8,15,15,1932,516,42,2448,4
720,4,0,0,9,3,6,1500,516,22,2016,4
721,4,0,0,9,3,15,1644,516,31,2160,4
722,4,0,0,9,7,6,1644,516,26,2160,4
723,4,0,0,9,7,15,1788,516,35,2304,4
724,4,0,0,9,11,6,1788,516,30,2304,4
725,4,0,0,9,11,15,1932,516,39,2448,4
726,4,0,0,9,15,6,1932,516,34,2448,4
727,4,0,0,10,3,6,1644,516,23,2160,4
728,4,0,0,10,3,15,1788,516,32,2304,4
729,4,0,0,10,7,6,1788,516,27,2304,4
730,4,0,0,10,7,15,1932,516,36,2448,4
731,4,0,0,10,11,6,1932,516,31,2448,4
732,4,0,0,11,3,6,1788,516,24,2304,4
733,4,0,0,11,3,15,1932,516,33,2448,4
734,4,0,0,11,7,6,1932,516,28,2448,4
735,4,0,0,12,3,6,1932,516,25,2448,4
736,4,0,12,10,0,12,1632,672,38,2304,4
737,4,0,12,11,0,3,1632,672,30,2304,4
738,4,0,12,11,0,12,1776,672,39,2448,4
739,4,0,12,12,0,3,1776,672,31,2448,4
740,4,0,12,12,0,12,1920,672,40,2592,4
741,4,0,12,13,0,3,1920,672,32,2592,4
742,4,0,12,13,0,12,2064,672,41,2736,4
743,4,0,12,14,0,3,2064,672,33,2736,4
744,4,0,12,14,0,12,2208,672,42,2880,4
745,4,0,12,15,0,3,2208,672,34,2880,4
746,4,0,12,15,0,12,2352,672,43,3024,4
747,4,0,12,16,0,3,2352,672,35,3024,4
748,4,4,0,9,0,14,1520,640,31,2160,4
749,4,4,0,10,0,5,1520,640,23,2160,4
750,4,4,0,10,0,14,1664,640,32,2304,4
751,4,4,0,11,0,5,1664,640,24,2304,4
752,4,4,0,11,0,14,1808,640,33,2448,4
753,4,4,0,12,0,5,1808,640,25,2448,4
754,4,4,0,12,0,14,1952,640,34,2592,4
755,4,4,0,13,0,5,1952,640,26,2592,4
756,4,4,0,13,0,14,2096,640,35,2736,4
757,4,4,0,14,0,5,2096,640,27,2736,4
758,4,4,0,14,0,14,2240,640,36,2880,4
759,4,4,0,15,0,5,2240,640,28,2880,4
760,4,4,0,15,0,14,2384,640,37,3024,4
761,4,4,0,16,0,5,2384,640,29,3024,4
762,5,0,3,8,13,0,1620,684,29,2304,4
763,5,0,3,9,9,0,1620,684,26,2304,4
764,5,0,3,9,13,0,1764,684,30,2448,4
765,5,0,3,10,5,0,1620,684,23,2304,4
766,5,0,3,10,9,0,1764,684,27,2448,4
767,5,0,3,10,13,0,1908,684,31,2592,4
768,5,0,3,11,1,0,1620,684,20,2304,4
769,5,0,3,11,5,0,1764,684,24,2448,4
770,5,0,3,11,9,0,1908,684,28,2592,4
771,5,0,3,11,13,0,2052,684,32,2736,4
772,5,0,3,12,1,0,1764,684,21,2448,4
773,5,0,3,12,5,0,1908,684,25,2592,4
774,5,0,3,12,9,0,2052,684,29,2736,4
775,5,0,3,12,13,0,2196,684,33,2880,4
776,5,0,3,13,1,0,1908,684,22,2592,4
777,5,0,3,13,5,0,2052,684,26,2736,4
778,5,0,3,13,9,0,2196,684,30,2880,4
779,5,0,3,13,13,0,2340,684,34,3024,4
780,5,0,3,14,1,0,2052,684,23,2736,4
781,5,0,3,14,5,0,2196,684,27,2880,4
782,5,0,3,14,9,0,2340,684,31,3024,4
783,5,0,3,15,1,0,2196,684,24,2880,4
784,5,0,3,15,5,0,2340,684,28,3024,4
785,5,0,3,16,1,0,2340,684,25,3024,4
786,5,0,7,12,0,8,1856,736,32,2592,4
787,5,0,7,13,0,8,2000,736,33,2736,4
788,5,0,7,14,0,8,2144,736,34,2880,4
789,5,0,7,15,0,8,2288,736,35,3024,4
790,5,2,1,12,0,0,1728,720,20,2448,4
791,5,2,1,13,0,0,1872,720,21,2592,4
792,5,2,1,14,0,0,2016,720,22,2736,4
793,5,2,1,15,0,0,2160,720,23,2880,4
794,5,2,1,16,0,0,2304,720,24,3024,4
795,5,5,0,12,0,13,1936,800,35,2736,4
796,5,5,0,13,0,4,1936,800,27,2736,4
797,5,5,0,13,0,13,2080,800,36,2880,4
798,5,5,0,14,0,4,2080,800,28,2880,4
799,5,5,0,14,0,13,2224,800,37,3024,4
800,5,5,0,15,0,4,2224,800,29,3024,4
801,6,0,2,12,0,13,1936,800,33,2736,4
802,6,0,2,13,0,4,1936,800,25,2736,4
803,6,0,2,13,0,13,2080,800,34,2880,4
804,6,0,2,14,0,4,2080,800,26,2880,4
805,6,0,2,14,0,13,2224,800,35,3024,4
806,6,0,2,15,0,4,2224,800,27,3024,4
